,x,y,color,SampleID,SampleURL,SampleName
0,-2.29086388911,3.85002612024,#dac89c,SRS292174,http://www.ncbi.nlm.nih.gov/sra/SRS292174,human oral metagenome
1,0.265191929409,-3.99806596992,#838a57,ERS074816,http://www.ncbi.nlm.nih.gov/sra/ERS074816,groundwater metagenome
2,-0.270762836287,7.96091936837,#d2b4b6,SRS292172,http://www.ncbi.nlm.nih.gov/sra/SRS292172,human oral metagenome
3,0.821208087226,7.02622337181,#c8b2ac,SRS292173,http://www.ncbi.nlm.nih.gov/sra/SRS292173,human oral metagenome
4,-0.954901905478,5.23434166184,#d7bcb1,SRS292170,http://www.ncbi.nlm.nih.gov/sra/SRS292170,human oral metagenome
5,-0.512245546066,6.39031120725,#cfb2ae,SRS292171,http://www.ncbi.nlm.nih.gov/sra/SRS292171,human oral metagenome
6,-1.35118914357,0.617211082656,#b5aa99,ERS074811,http://www.ncbi.nlm.nih.gov/sra/ERS074811,groundwater metagenome
7,1.01133268227,-2.9131364862,#adada7,SRS476778,http://www.ncbi.nlm.nih.gov/sra/SRS476778,freshwater metagenome
8,1.000686816,-3.00450182665,#a1a19a,SRS476776,http://www.ncbi.nlm.nih.gov/sra/SRS476776,freshwater metagenome
9,-1.39221692878,8.15168188308,#c7a8af,SRS472067,http://www.ncbi.nlm.nih.gov/sra/SRS472067,human metagenome
10,-1.48170050061,-2.80197660889,#837663,ERS074812,http://www.ncbi.nlm.nih.gov/sra/ERS074812,groundwater metagenome
11,1.00686245078,-2.9467137854,#a7a6a0,SRS476771,http://www.ncbi.nlm.nih.gov/sra/SRS476771,freshwater metagenome
12,-0.72973255497,8.17497165185,#d2b2b9,SRS508163,http://www.ncbi.nlm.nih.gov/sra/SRS508163,human metagenome
13,1.57607358847,4.1285021181,#c39982,SRS508162,http://www.ncbi.nlm.nih.gov/sra/SRS508162,human metagenome
14,0.999065492416,-3.0546842489,#94948d,SRS476773,http://www.ncbi.nlm.nih.gov/sra/SRS476773,freshwater metagenome
15,-0.527984464837,8.12071565113,#d4b5bb,SRS508161,http://www.ncbi.nlm.nih.gov/sra/SRS508161,human metagenome
16,-1.69389607181,8.10196697655,#d2b2ba,SRS508160,http://www.ncbi.nlm.nih.gov/sra/SRS508160,human metagenome
17,0.645713947844,6.00771043284,#d2b5b6,SRS143478,http://www.ncbi.nlm.nih.gov/sra/SRS143478,human metagenome
18,1.50135639632,-6.26482084363,#83644e,SRS476779,http://www.ncbi.nlm.nih.gov/sra/SRS476779,freshwater metagenome
19,5.23939601184,-3.19471528197,#faf6ec,SRS544023,http://www.ncbi.nlm.nih.gov/sra/SRS544023,Mycobacterium tuberculosis M20D4
20,-1.66550006773,2.81968793606,#b98a78,ERS175929,http://www.ncbi.nlm.nih.gov/sra/ERS175929,human skin metagenome
21,-1.495146432,2.64825252428,#bd9882,ERS175928,http://www.ncbi.nlm.nih.gov/sra/ERS175928,human skin metagenome
22,-4.13761494832,5.4251980156,#b58371,ERS175921,http://www.ncbi.nlm.nih.gov/sra/ERS175921,human skin metagenome
23,-5.02976861376,5.24017621203,#b37d6b,ERS175920,http://www.ncbi.nlm.nih.gov/sra/ERS175920,human skin metagenome
24,2.95605352581,-0.426085833159,#98918f,SRS428971,http://www.ncbi.nlm.nih.gov/sra/SRS428971,hot springs metagenome
25,2.69215851289,-1.04980985063,#4e483e,SRS428970,http://www.ncbi.nlm.nih.gov/sra/SRS428970,hot springs metagenome
26,5.28555800713,-3.00843478347,#fbf8f0,SRS544027,http://www.ncbi.nlm.nih.gov/sra/SRS544027,Mycobacterium tuberculosis M45D14
27,4.67382209989,1.01506113968,#fefefe,SRS188457,http://www.ncbi.nlm.nih.gov/sra/SRS188457,human metagenome
28,-2.09398190713,7.97414272457,#d2b2bb,SRS188455,http://www.ncbi.nlm.nih.gov/sra/SRS188455,human metagenome
29,6.96090257315,-0.189518952757,#fefdfd,SRS188454,http://www.ncbi.nlm.nih.gov/sra/SRS188454,human metagenome
30,4.89506299662,1.090715149,#fefefe,SRS188459,http://www.ncbi.nlm.nih.gov/sra/SRS188459,human metagenome
31,-0.76029904824,-2.56885732618,#4d3f2d,SRS418248,http://www.ncbi.nlm.nih.gov/sra/SRS418248,freshwater metagenome
32,7.07431764324,1.01492770973,#fcfbfa,SRS426404,http://www.ncbi.nlm.nih.gov/sra/SRS426404,human metagenome
33,-0.19989605049,-2.18942304078,#463a2d,SRS418243,http://www.ncbi.nlm.nih.gov/sra/SRS418243,freshwater metagenome
34,-0.769719360791,-2.54774078673,#4d443b,SRS418244,http://www.ncbi.nlm.nih.gov/sra/SRS418244,freshwater metagenome
35,-0.902734144872,-2.7200561573,#504c3e,SRS418245,http://www.ncbi.nlm.nih.gov/sra/SRS418245,freshwater metagenome
36,-0.941574964488,-2.63962990816,#524c42,SRS418246,http://www.ncbi.nlm.nih.gov/sra/SRS418246,freshwater metagenome
37,-5.10967552592,-2.1054619844,#f9f4e7,ERS148219,http://www.ncbi.nlm.nih.gov/sra/ERS148219,human gut metagenome
38,3.88641835002,4.7587269581,#e7d3b7,ERS148218,http://www.ncbi.nlm.nih.gov/sra/ERS148218,human gut metagenome
39,5.34569564199,2.6596596049,#edeae6,ERS148217,http://www.ncbi.nlm.nih.gov/sra/ERS148217,human gut metagenome
40,4.35006287541,3.38275919824,#eddbb3,ERS148216,http://www.ncbi.nlm.nih.gov/sra/ERS148216,human gut metagenome
41,4.25803544977,3.39310197905,#eddbb4,ERS148215,http://www.ncbi.nlm.nih.gov/sra/ERS148215,human gut metagenome
42,6.22321396911,2.64982193274,#c1cbc4,ERS148214,http://www.ncbi.nlm.nih.gov/sra/ERS148214,human gut metagenome
43,-3.11502204965,0.661348651415,#f5ecd7,ERS148213,http://www.ncbi.nlm.nih.gov/sra/ERS148213,human gut metagenome
44,-3.66678679649,-0.510071098064,#f8f3e5,ERS148212,http://www.ncbi.nlm.nih.gov/sra/ERS148212,human gut metagenome
45,-4.61228318892,-1.68866090885,#f7efdc,ERS148211,http://www.ncbi.nlm.nih.gov/sra/ERS148211,human gut metagenome
46,-2.95314373084,-0.696369083472,#efdfbb,ERS148210,http://www.ncbi.nlm.nih.gov/sra/ERS148210,human gut metagenome
47,-2.3217893753,-5.02897893111,#be8e6d,SRS561339,http://www.ncbi.nlm.nih.gov/sra/SRS561339,rhizosphere metagenome
48,-2.77797844382,-4.706909484,#c18e6c,SRS561336,http://www.ncbi.nlm.nih.gov/sra/SRS561336,rhizosphere metagenome
49,4.326926865,3.37543668637,#eeddb8,SRS448258,http://www.ncbi.nlm.nih.gov/sra/SRS448258,gut metagenome
50,-4.4016861454,1.96150656434,#eee5c9,SRS448259,http://www.ncbi.nlm.nih.gov/sra/SRS448259,gut metagenome
51,-0.139710691538,2.41062912259,#d0c295,SRS448256,http://www.ncbi.nlm.nih.gov/sra/SRS448256,gut metagenome
52,-4.81689479467,2.34597778803,#eddfbc,SRS448257,http://www.ncbi.nlm.nih.gov/sra/SRS448257,gut metagenome
53,-0.350395690325,2.22100067994,#ddd0ab,SRS448255,http://www.ncbi.nlm.nih.gov/sra/SRS448255,gut metagenome
54,-0.0474664063303,2.2075289458,#d2c59e,SRS448252,http://www.ncbi.nlm.nih.gov/sra/SRS448252,gut metagenome
55,-0.163509627584,2.28194094392,#d2c394,SRS448253,http://www.ncbi.nlm.nih.gov/sra/SRS448253,gut metagenome
56,-0.461074534577,2.18930164637,#e3d9bb,SRS448250,http://www.ncbi.nlm.nih.gov/sra/SRS448250,gut metagenome
57,-0.752126210343,2.19570064754,#e0d3af,SRS448251,http://www.ncbi.nlm.nih.gov/sra/SRS448251,gut metagenome
58,0.415250344115,7.53015450713,#d2b2b8,SRS425417,http://www.ncbi.nlm.nih.gov/sra/SRS425417,human metagenome
59,4.3687370806,-5.16463489161,#fdfcf8,SRS544028,http://www.ncbi.nlm.nih.gov/sra/SRS544028,Mycobacterium tuberculosis M25D4
60,3.10950741308,-2.87714922769,#4b4931,DRS011689,http://www.ncbi.nlm.nih.gov/sra/DRS011689,marine sediment metagenome
61,-1.41982278657,5.10799415289,#dec6b8,ERS000781,http://www.ncbi.nlm.nih.gov/sra/ERS000781,human metagenome
62,-0.451067225884,5.64038287,#cfacab,ERS000784,http://www.ncbi.nlm.nih.gov/sra/ERS000784,human metagenome
63,-1.24727172837,5.18427479121,#dbc3b7,ERS000785,http://www.ncbi.nlm.nih.gov/sra/ERS000785,human metagenome
64,0.0595400880419,3.65642399979,#d7c7b2,ERS237348,http://www.ncbi.nlm.nih.gov/sra/ERS237348,Parnassius szechenyii incognitus
65,1.58252996365,4.18295004678,#c49e8f,ERS237349,http://www.ncbi.nlm.nih.gov/sra/ERS237349,Parnassius szechenyii incognitus
66,2.91657995237,5.39828824734,#f4f0ec,ERS237342,http://www.ncbi.nlm.nih.gov/sra/ERS237342,Parnassius szechenyii incognitus
67,0.353746265694,3.38982406733,#d5caad,ERS237343,http://www.ncbi.nlm.nih.gov/sra/ERS237343,organismal metagenomes
68,-7.03951465084,-2.40918568972,#eddcb5,ERS237346,http://www.ncbi.nlm.nih.gov/sra/ERS237346,human gut metagenome
69,1.08536489988,5.08342717343,#d5c0c0,ERS237347,http://www.ncbi.nlm.nih.gov/sra/ERS237347,human oral metagenome
70,-0.368376588083,4.11395468825,#d2b8ad,ERS237344,http://www.ncbi.nlm.nih.gov/sra/ERS237344,Parnassius szechenyii incognitus
71,-6.94857420822,-1.61722220217,#eedeba,ERS237345,http://www.ncbi.nlm.nih.gov/sra/ERS237345,human gut metagenome
72,1.98810351505,-1.31690802504,#a08459,SRS413339,http://www.ncbi.nlm.nih.gov/sra/SRS413339,freshwater metagenome
73,1.90445758732,-1.35563064311,#9b8259,SRS413338,http://www.ncbi.nlm.nih.gov/sra/SRS413338,freshwater metagenome
74,4.88093794006,1.29625466141,#faf6f6,SRS179901,http://www.ncbi.nlm.nih.gov/sra/SRS179901,human metagenome
75,1.37441941735,-1.74071367322,#d8d4cd,SRS413331,http://www.ncbi.nlm.nih.gov/sra/SRS413331,freshwater metagenome
76,4.26580218701,0.845390459123,#fefefe,SRS426858,http://www.ncbi.nlm.nih.gov/sra/SRS426858,human metagenome
77,4.2165016728,5.51795961124,#e6d4d9,SRS426859,http://www.ncbi.nlm.nih.gov/sra/SRS426859,human metagenome
78,1.00146451307,-3.01081404647,#9b9990,SRS413335,http://www.ncbi.nlm.nih.gov/sra/SRS413335,freshwater metagenome
79,1.34759035243,-1.7745128232,#d2cfca,SRS413334,http://www.ncbi.nlm.nih.gov/sra/SRS413334,freshwater metagenome
80,7.36913057241,-1.72412067213,#fefefe,SRS426854,http://www.ncbi.nlm.nih.gov/sra/SRS426854,human metagenome
81,7.40450158018,-1.62793668093,#fefefe,SRS181948,http://www.ncbi.nlm.nih.gov/sra/SRS181948,human metagenome
82,4.87205133174,1.28686643496,#fefdfc,SRS426855,http://www.ncbi.nlm.nih.gov/sra/SRS426855,human metagenome
83,0.472611056511,7.186145131,#d2b3b7,SRS181949,http://www.ncbi.nlm.nih.gov/sra/SRS181949,human metagenome
84,4.02143745946,-0.282771399855,#fdfbf7,SRS426856,http://www.ncbi.nlm.nih.gov/sra/SRS426856,human metagenome
85,3.63407519848,1.62171255625,#faf7f6,SRS426857,http://www.ncbi.nlm.nih.gov/sra/SRS426857,human metagenome
86,-1.7824590371,-3.96955972236,#8e785c,SRS480809,http://www.ncbi.nlm.nih.gov/sra/SRS480809,soil metagenome
87,4.5816998697,2.07345878743,#fbf8f0,SRS426850,http://www.ncbi.nlm.nih.gov/sra/SRS426850,human metagenome
88,-0.820738334984,-4.14534259723,#847752,SRS480808,http://www.ncbi.nlm.nih.gov/sra/SRS480808,soil metagenome
89,6.81621783504,-0.553723822187,#fefefe,SRS426851,http://www.ncbi.nlm.nih.gov/sra/SRS426851,human metagenome
90,6.85123259317,-1.54057932092,#fefefe,SRS426852,http://www.ncbi.nlm.nih.gov/sra/SRS426852,human metagenome
91,-1.24841710697,-4.08191472199,#8c7a59,SRS480806,http://www.ncbi.nlm.nih.gov/sra/SRS480806,soil metagenome
92,4.84066784243,1.26170492395,#fdfcf9,SRS426853,http://www.ncbi.nlm.nih.gov/sra/SRS426853,human metagenome
93,-1.74256203576,-4.04559754708,#8c6f51,SRS480805,http://www.ncbi.nlm.nih.gov/sra/SRS480805,soil metagenome
94,-2.8054491523,5.3169204726,#b78e7f,SRS483635,http://www.ncbi.nlm.nih.gov/sra/SRS483635,human metagenome
95,-2.95785305336,5.27110445899,#c4a18d,SRS483634,http://www.ncbi.nlm.nih.gov/sra/SRS483634,human metagenome
96,-3.01128608687,5.28138865076,#a97f6f,SRS483637,http://www.ncbi.nlm.nih.gov/sra/SRS483637,human metagenome
97,-2.18164794075,-3.31237846192,#775d4b,SRS480804,http://www.ncbi.nlm.nih.gov/sra/SRS480804,soil metagenome
98,-2.89232912934,4.00572903588,#ba8c7d,SRS483631,http://www.ncbi.nlm.nih.gov/sra/SRS483631,human metagenome
99,-4.48247146716,5.50943678549,#be8f7c,SRS483630,http://www.ncbi.nlm.nih.gov/sra/SRS483630,human metagenome
100,1.0779909693,2.92546420543,#c0bbb7,SRS072229,http://www.ncbi.nlm.nih.gov/sra/SRS072229,human metagenome
101,1.6068467029,4.16583139868,#a98175,SRS072220,http://www.ncbi.nlm.nih.gov/sra/SRS072220,human metagenome
102,-2.29279673827,-3.15657547922,#907764,SRS480801,http://www.ncbi.nlm.nih.gov/sra/SRS480801,soil metagenome
103,-1.06166356065,8.18293235512,#d3b3ba,ERS124688,http://www.ncbi.nlm.nih.gov/sra/ERS124688,human oral metagenome
104,-2.32929996322,6.34708449982,#cda9a2,ERS124689,http://www.ncbi.nlm.nih.gov/sra/ERS124689,human oral metagenome
105,-1.83474682784,6.17477834474,#d4b4ad,ERS124686,http://www.ncbi.nlm.nih.gov/sra/ERS124686,human oral metagenome
106,-2.47868822078,6.6214340363,#c9a2a2,ERS124687,http://www.ncbi.nlm.nih.gov/sra/ERS124687,human oral metagenome
107,-1.6466382266,5.61985087836,#dbbfb2,ERS124684,http://www.ncbi.nlm.nih.gov/sra/ERS124684,human oral metagenome
108,-0.336885653216,5.59338558092,#cdaaad,ERS124685,http://www.ncbi.nlm.nih.gov/sra/ERS124685,human oral metagenome
109,-1.46274144292,6.43273673784,#d6b8b8,ERS124682,http://www.ncbi.nlm.nih.gov/sra/ERS124682,human oral metagenome
110,-1.35250520271,6.77899042592,#d1afb4,ERS124683,http://www.ncbi.nlm.nih.gov/sra/ERS124683,human oral metagenome
111,1.29223280458,6.80522126145,#dac5c7,ERS124681,http://www.ncbi.nlm.nih.gov/sra/ERS124681,human oral metagenome
112,-3.98740056945,-1.38105961282,#f5ebd4,ERS180833,http://www.ncbi.nlm.nih.gov/sra/ERS180833,mouse gut metagenome
113,-6.2307163716,-3.44624369796,#fefefe,ERS180832,http://www.ncbi.nlm.nih.gov/sra/ERS180832,mouse gut metagenome
